Executable                            Bundle                                                            Version    Path
IMTranscoding                         com.apple.imtranscoding                                           10.0       ...rivateFrameworks/IMTranscoding.framework
FMCoreLite                            com.apple.icloud.FMCoreLite                                       1.0        ...y/PrivateFrameworks/FMCoreLite.framework
AccessibilityUtilities                com.apple.AccessibilityUtilities                                  1.0.0      ...meworks/AccessibilityUtilities.framework
CoreDAV                               com.apple.coredav                                                 1.0.1      ...rary/PrivateFrameworks/CoreDAV.framework
Marco                                 com.apple.marco                                                   10.0       ...ibrary/PrivateFrameworks/Marco.framework
UsageTracking                         com.apple.UsageTracking                                           2.0        ...rivateFrameworks/UsageTracking.framework
BaseBoardUI                           com.apple.BaseBoardUI                                             460        .../PrivateFrameworks/BaseBoardUI.framework
AppConduit                            com.apple.AppConduit                                              1.0        ...y/PrivateFrameworks/AppConduit.framework
ManagedConfiguration                  com.apple.managedconfiguration                                    1.0        ...rameworks/ManagedConfiguration.framework
caulk                                 com.apple.audio.caulk                                             1.0        ...ibrary/PrivateFrameworks/caulk.framework
GrowthBook                            com.sdk.growthbook.GrowthBook                                     22.06.01   ....com.app/Frameworks/GrowthBook.framework
GeoServices                           com.apple.GeoServices                                             1.0        .../PrivateFrameworks/GeoServices.framework
ExternalAccessory                     com.apple.ExternalAccessory                                       1.0.0      ...y/Frameworks/ExternalAccessory.framework
CoreParsec                            com.apple.siri.parsec.CoreParsec                                  1.0        ...y/PrivateFrameworks/CoreParsec.framework
DeviceIdentity                        com.apple.DeviceIdentity                                          1.0        ...ivateFrameworks/DeviceIdentity.framework
OAuth                                 com.apple.OAuth                                                   25         ...ibrary/PrivateFrameworks/OAuth.framework
SharedWebCredentials                  com.apple.SharedWebCredentials                                    210        ...rameworks/SharedWebCredentials.framework
TextToSpeech                          com.apple.texttospeech                                            1.0.0      ...PrivateFrameworks/TextToSpeech.framework
UIKit                                 com.apple.UIKit                                                   1.0        ...ystem/Library/Frameworks/UIKit.framework
UIAccessibility                       com.apple.UIAccessibility                                         1.0.0      ...vateFrameworks/UIAccessibility.framework
CFNetwork                             com.apple.CFNetwork                                               1107.1     ...m/Library/Frameworks/CFNetwork.framework
QuickLookThumbnailing                 com.apple.QuickLookThumbnailing                                   1.0        ...ameworks/QuickLookThumbnailing.framework
BiometricKit                          com.apple.BiometricKit                                            1.0        ...PrivateFrameworks/BiometricKit.framework
libEDR                                com.apple.libEDR                                                  1.0        ...brary/PrivateFrameworks/libEDR.framework
ScreenTimeCore                        com.apple.ScreenTimeCore                                          2.0        ...ivateFrameworks/ScreenTimeCore.framework
OnBoardingKit                         com.apple.OnBoardingKit                                           1.0        ...rivateFrameworks/OnBoardingKit.framework
OTSVG                                 com.apple.OTSVG                                                   1.0        ...ibrary/PrivateFrameworks/OTSVG.framework
CoreTelephony                         com.apple.CoreTelephony                                           113        ...brary/Frameworks/CoreTelephony.framework
AddressBook                           com.apple.AddressBook                                             1.0        ...Library/Frameworks/AddressBook.framework
CoreAudio                             com.apple.audio.CoreAudio                                         5.0        ...m/Library/Frameworks/CoreAudio.framework
ProgressUI                            com.apple.ProgressUI                                              1.0        ...y/PrivateFrameworks/ProgressUI.framework
CommonUtilities                       com.apple.commonutilities                                         8.0        ...vateFrameworks/CommonUtilities.framework
SceneKit                              com.apple.SceneKit                                                1.0        ...em/Library/Frameworks/SceneKit.framework
PersonalizationPortrait               com.apple.proactive.PersonalizationPortrait                       1.0        ...eworks/PersonalizationPortrait.framework
LoggingSupport                        com.apple.LoggingSupport                                          1.0        ...ivateFrameworks/LoggingSupport.framework
                                                                                                                   ...ystem/Library/Frameworks/IOKit.framework
AVFoundation                          com.apple.avfoundation                                            2.0        ...ibrary/Frameworks/AVFoundation.framework
MediaServices                         com.apple.MediaServices                                           1.0        ...rivateFrameworks/MediaServices.framework
NetworkExtension                      com.apple.NetworkExtension                                        1.0        ...ry/Frameworks/NetworkExtension.framework
EventKitUI                            com.apple.eventkitui                                              1.0        .../Library/Frameworks/EventKitUI.framework
CoreUI                                com.apple.CoreUI                                                  1.0        ...brary/PrivateFrameworks/CoreUI.framework
Security                              com.apple.Security                                                10.0       ...em/Library/Frameworks/Security.framework
DataDetectorsNaturalLanguage          com.apple.DataDetectorsNaturalLanguage                            1.0        ...s/DataDetectorsNaturalLanguage.framework
GLKit                                 com.apple.GLKit                                                   106        ...ystem/Library/Frameworks/GLKit.framework
AXMediaUtilities                      com.apple.accessibility.AXMediaUtilities                          1.0        ...ateFrameworks/AXMediaUtilities.framework
CoreTime                              com.apple.CoreTime                                                           ...ary/PrivateFrameworks/CoreTime.framework
MetalKit                              com.apple.MetalKit                                                141        ...em/Library/Frameworks/MetalKit.framework
GraphicsServices                      com.apple.GraphicsServices                                        1.0        ...ateFrameworks/GraphicsServices.framework
Lokalise                              co.lokalise.ios-ota                                               22.06.01   ...ch.com.app/Frameworks/Lokalise.framework
DifferentialPrivacy                   com.apple.DifferentialPrivacy                                     1.0        ...Frameworks/DifferentialPrivacy.framework
DCIMServices                          com.apple.DCIMServices                                            1.0        ...PrivateFrameworks/DCIMServices.framework
ResponseKit                           com.apple.ResponseKit                                             1.0        .../PrivateFrameworks/ResponseKit.framework
IDSFoundation                         com.apple.idsfoundation                                           10.0       ...rivateFrameworks/IDSFoundation.framework
Messages                              com.apple.messages.Messages                                       1.0        ...em/Library/Frameworks/Messages.framework
MaterialKit                           com.apple.MaterialKit                                             1.0        .../PrivateFrameworks/MaterialKit.framework
PhotosPlayer                          com.apple.PhotosPlayer                                            1.0        ...PrivateFrameworks/PhotosPlayer.framework
ProofReader                           com.apple.ProofReader                                             2.4        .../PrivateFrameworks/ProofReader.framework
Categories                            com.apple.framework.ctcategories                                  1.0        ...y/PrivateFrameworks/Categories.framework
CorePDF                               com.apple.CorePDF                                                 5.0        ...rary/PrivateFrameworks/CorePDF.framework
PBBridgeSupport                       com.apple.PBBridgeSupport                                         1.0        ...vateFrameworks/PBBridgeSupport.framework
AssetsLibraryServices                 com.apple.AssetsLibraryServices                                   1.0        ...ameworks/AssetsLibraryServices.framework
AppleIDAuthSupport                    com.apple.AppleIDAuthSupport                                      1.0        ...eFrameworks/AppleIDAuthSupport.framework
IAP                                   com.apple.IAP                                                     1.0        .../Library/PrivateFrameworks/IAP.framework
GraphVisualizer                       com.apple.GraphVisualizer                                         1.0        ...vateFrameworks/GraphVisualizer.framework
CoreHaptics                           com.apple.CoreHaptics                                             1.0        ...Library/Frameworks/CoreHaptics.framework
SpringBoardServices                   com.apple.SpringBoardServices                                     1.0        ...Frameworks/SpringBoardServices.framework
AppleMediaServices                    com.apple.AppleMediaServices                                      1.0        ...eFrameworks/AppleMediaServices.framework
DataDetectorsCore                     com.apple.datadetectorscore                                       8.0        ...teFrameworks/DataDetectorsCore.framework
OSAnalytics                           com.apple.osanalytics.OSAnalytics                                 1.0        .../PrivateFrameworks/OSAnalytics.framework
ImageIO                               com.apple.ImageIO.framework                                       3.3.0      ...tem/Library/Frameworks/ImageIO.framework
LocalAuthentication                   com.apple.LocalAuthentication                                     1.0        ...Frameworks/LocalAuthentication.framework
AuthKitUI                             com.apple.AuthKitUI                                               1.0        ...ry/PrivateFrameworks/AuthKitUI.framework
ToneLibrary                           com.apple.ToneLibrary                                             1.0        .../PrivateFrameworks/ToneLibrary.framework
SafariServices                        com.apple.SafariServices                                          13.0.1     ...rary/Frameworks/SafariServices.framework
AMPopTip                              org.cocoapods.AMPopTip                                            22.06.01   ...ch.com.app/Frameworks/AMPopTip.framework
AssetCacheServices                    com.apple.AssetCacheServices                                      105        ...eFrameworks/AssetCacheServices.framework
HSAAuthentication                     com.apple.hsaauthenticationserver                                 8.0        ...teFrameworks/HSAAuthentication.framework
Social                                com.apple.sociald.Social                                          87         ...stem/Library/Frameworks/Social.framework
Pegasus                               com.apple.Pegasus                                                 1.0        ...rary/PrivateFrameworks/Pegasus.framework
PhysicsKit                            com.apple.PhysicsKit                                              1.0        ...y/PrivateFrameworks/PhysicsKit.framework
LinkPresentation                      com.apple.LinkPresentation                                        119        ...ry/Frameworks/LinkPresentation.framework
CoreEmoji                             com.apple.CoreEmoji                                               1.0        ...ry/PrivateFrameworks/CoreEmoji.framework
DataAccessExpress                     com.apple.dataaccess.dataaccessexpress.framework                  1.0        ...teFrameworks/DataAccessExpress.framework
Intents                               com.apple.Intents                                                 1.0        ...tem/Library/Frameworks/Intents.framework
AttributeGraph                        com.apple.AttributeGraph                                          1.0        ...ivateFrameworks/AttributeGraph.framework
Sharing                               com.apple.Sharing                                                 1470.17    ...rary/PrivateFrameworks/Sharing.framework
CoreData                              com.apple.CoreData                                                120        ...em/Library/Frameworks/CoreData.framework
ModelIO                               com.apple.ModelIO                                                 216        ...tem/Library/Frameworks/ModelIO.framework
SetupAssistantSupport                 com.apple.setupandmigration.SetupAssistantSupport                 1.0        ...ameworks/SetupAssistantSupport.framework
C2                                    com.apple.C2                                                      1.3        ...m/Library/PrivateFrameworks/C2.framework
MobileActivation                      com.apple.mobile.MobileActivation                                 1.0        ...ateFrameworks/MobileActivation.framework
LanguageModeling                      com.apple.LanguageModeling                                        1.0        ...ateFrameworks/LanguageModeling.framework
PushKit                               com.apple.PushKit                                                 1.0        ...tem/Library/Frameworks/PushKit.framework
MetricsKit                            com.apple.amp-ae-eng.MetricsKit                                   2.2.43     ...y/PrivateFrameworks/MetricsKit.framework
TextureIO                             com.apple.TextureIO                                               3.10.9     ...ry/PrivateFrameworks/TextureIO.framework
CoreFoundation                        com.apple.CoreFoundation                                          6.9        ...rary/Frameworks/CoreFoundation.framework
BridgePreferences                     com.apple.BridgePreferences                                       1.0        ...teFrameworks/BridgePreferences.framework
AXRuntime                             com.apple.AXRuntime                                               1.0.0      ...ry/PrivateFrameworks/AXRuntime.framework
EmojiFoundation                       com.apple.EmojiFoundation                                         1.0        ...vateFrameworks/EmojiFoundation.framework
CoreSuggestions                       com.apple.CoreSuggestions                                         1.0        ...vateFrameworks/CoreSuggestions.framework
ProtectedCloudStorage                 com.apple.ProtectedCloudStorage                                   1.0        ...ameworks/ProtectedCloudStorage.framework
BugfenderSDK                          com.bugfender.BugfenderSDK                                        22.06.01   ...om.app/Frameworks/BugfenderSDK.framework
FamilyCircle                          com.apple.FamilyCircle                                            1.0        ...PrivateFrameworks/FamilyCircle.framework
SnapKit                               org.cocoapods.SnapKit                                             22.06.01   ...tch.com.app/Frameworks/SnapKit.framework
SwiftUI                               com.apple.SwiftUI                                                 1.0        ...tem/Library/Frameworks/SwiftUI.framework
SignpostSupport                       com.apple.signpost.SignpostSupport                                1.40       ...vateFrameworks/SignpostSupport.framework
IncomingCallFilter                    com.apple.incomingcallfilter                                      10.0       ...eFrameworks/IncomingCallFilter.framework
JavaScriptCore                        com.apple.JavaScriptCore                                          8608       ...rary/Frameworks/JavaScriptCore.framework
UserActivity                          com.apple.UserActivity                                            352.1      ...PrivateFrameworks/UserActivity.framework
SearchFoundation                      com.apple.SearchFoundation                                        1.0        ...ateFrameworks/SearchFoundation.framework
Combine                               com.apple.combine                                                 1.0        ...tem/Library/Frameworks/Combine.framework
ConstantClasses                       com.apple.ConstantClasses                                         1.0        ...vateFrameworks/ConstantClasses.framework
UIKitServices                         com.apple.UIKitServices                                           1.0        ...rivateFrameworks/UIKitServices.framework
SafariSafeBrowsing                    com.apple.Safari.SafeBrowsing                                     14608      ...eFrameworks/SafariSafeBrowsing.framework
EventKit                              com.apple.eventkit                                                1.0.0      ...em/Library/Frameworks/EventKit.framework
PersistentConnection                  com.apple.persistentconnection                                    1.0        ...rameworks/PersistentConnection.framework
MPSRayIntersector                     com.apple.MetalPerformanceShaders.MPSRayIntersector               1.0        ...k/Frameworks/MPSRayIntersector.framework
PassKitUI                             com.apple.PassKitUI                                               1.0        ...ry/PrivateFrameworks/PassKitUI.framework
Rapport                               com.apple.Rapport                                                 1.8.2      ...rary/PrivateFrameworks/Rapport.framework
CarPlay                               com.apple.CarPlay                                                 1.0        ...tem/Library/Frameworks/CarPlay.framework
WebCore                               com.apple.WebCore                                                 8608       ...rary/PrivateFrameworks/WebCore.framework
CoreDuetDaemonProtocol                com.apple.CoreDuetDaemonProtocol                                  1.0        ...meworks/CoreDuetDaemonProtocol.framework
CorePhoneNumbers                      com.apple.CorePhoneNumbers                                        1.0        ...ateFrameworks/CorePhoneNumbers.framework
Engram                                com.apple.Engram                                                  1.0        ...brary/PrivateFrameworks/Engram.framework
Espresso                              com.apple.vision.EspressoFramework                                1.0        ...ary/PrivateFrameworks/Espresso.framework
CellularPlanManager                   com.apple.CellularPlanManager                                     1.0        ...Frameworks/CellularPlanManager.framework
RTCReporting                          com.apple.RTCReporting                                            10.58      ...PrivateFrameworks/RTCReporting.framework
AssertionServices                     com.apple.AssertionServices                                       1.0        ...teFrameworks/AssertionServices.framework
AccessibilitySharedSupport            com.apple.AccessibilitySharedSupport                              1.0        ...rks/AccessibilitySharedSupport.framework
NLP                                   com.apple.NLP                                                     1.0        .../Library/PrivateFrameworks/NLP.framework
XCTTargetBootstrap                    com.apple.dt.XCTTargetBootstrap                                   1.0        ...eFrameworks/XCTTargetBootstrap.framework
MarketingCloudSDK                     com.salesforce.MarketingCloudSDK                                  22.06.01   ...p/Frameworks/MarketingCloudSDK.framework
RenderBox                             com.apple.RenderBox                                               1.0        ...ry/PrivateFrameworks/RenderBox.framework
EmailDaemon                           com.apple.EmailDaemon                                             1.0        .../PrivateFrameworks/EmailDaemon.framework
FaceCore                              com.apple.vision.FaceCore                                         3.1.12     ...ary/PrivateFrameworks/FaceCore.framework
LinguisticData                        com.apple.LinguisticData                                          1.0        ...ivateFrameworks/LinguisticData.framework
MPSNeuralNetwork                      com.apple.MetalPerformanceShaders.MPSNeuralNetwork                1.0        ...rk/Frameworks/MPSNeuralNetwork.framework
CalendarDatabase                      com.apple.CalendarDatabase                                        1.0        ...ateFrameworks/CalendarDatabase.framework
CoreAnalytics                         com.apple.analyticsd                                              1.0        ...rivateFrameworks/CoreAnalytics.framework
PDFKit                                com.apple.PDFKit                                                  1.0        ...stem/Library/Frameworks/PDFKit.framework
PhotoLibraryServices                  com.apple.PhotoLibraryServices                                    1.0        ...rameworks/PhotoLibraryServices.framework
ContactsAutocomplete                  com.apple.contacts.ContactsAutocomplete                           1.0        ...rameworks/ContactsAutocomplete.framework
CoreText                              com.apple.CoreText                                                642        ...em/Library/Frameworks/CoreText.framework
Preferences                           com.apple.preferences-framework                                   1          .../PrivateFrameworks/Preferences.framework
Email                                 com.apple.Email                                                   11.0       ...ibrary/PrivateFrameworks/Email.framework
AudioToolboxCore                      com.apple.audio.AudioToolboxCore                                  1.0        ...ateFrameworks/AudioToolboxCore.framework
MobileInstallation                    com.apple.MobileInstallation                                      2.0        ...eFrameworks/MobileInstallation.framework
LocalAuthenticationPrivateUI          com.apple.LocalAuthenticationPrivateUI                            1.0        ...s/LocalAuthenticationPrivateUI.framework
ManagedConfigurationUI                com.apple.ManagedConfigurationUI                                  1.0        ...meworks/ManagedConfigurationUI.framework
SignpostMetrics                       com.apple.perf.apple.SignpostMetrics                              1.0        ...vateFrameworks/SignpostMetrics.framework
MPSMatrix                             com.apple.MetalPerformanceShaders.MPSMatrix                       1.0        ...framework/Frameworks/MPSMatrix.framework
PhotoFoundation                       com.apple.PhotoFoundation                                         5.0        ...vateFrameworks/PhotoFoundation.framework
DataAccess                            com.apple.dataaccess.framework                                    1.0        ...y/PrivateFrameworks/DataAccess.framework
CoreMotion                            com.apple.coremotion                                              2387.0.14  .../Library/Frameworks/CoreMotion.framework
IMFoundation                          com.apple.imfoundation                                            10.0       ...PrivateFrameworks/IMFoundation.framework
PlugInKit                             com.apple.pluginkit.framework                                     1.0        ...ry/PrivateFrameworks/PlugInKit.framework
CloudPhotoLibrary                     com.apple.CloudPhotoLibrary                                       1.0        ...teFrameworks/CloudPhotoLibrary.framework
MobileKeyBag                          com.apple.MobileKeyBag                                            2.0        ...PrivateFrameworks/MobileKeyBag.framework
CrashReporterSupport                  com.apple.CrashReporterSupport                                    10.5.0     ...rameworks/CrashReporterSupport.framework
IDS                                   com.apple.ids                                                     10.0       .../Library/PrivateFrameworks/IDS.framework
CarKit                                com.apple.CarKit                                                  1.0        ...brary/PrivateFrameworks/CarKit.framework
BulletinBoard                         com.apple.bulletinboard                                           1.0        ...rivateFrameworks/BulletinBoard.framework
WebUI                                 com.apple.WebUI                                                   1.0        ...ibrary/PrivateFrameworks/WebUI.framework
AudioToolbox                          com.apple.audio.toolbox.AudioToolbox                              1.8        ...ibrary/Frameworks/AudioToolbox.framework
BluetoothManager                      com.apple.BluetoothManager                                        1.0        ...ateFrameworks/BluetoothManager.framework
MediaToolbox                          com.apple.MediaToolbox                                            1.0        ...ibrary/Frameworks/MediaToolbox.framework
ISO8601DateFormatter                  org.cocoapods.ISO8601DateFormatter                                22.06.01   ...rameworks/ISO8601DateFormatter.framework
CalendarUIKit                         com.apple.CalendarUIKit                                           1.0        ...rivateFrameworks/CalendarUIKit.framework
CoreLocation                          com.apple.corelocation                                            2387.0.14  ...ibrary/Frameworks/CoreLocation.framework
DoNotDisturb                          com.apple.DoNotDisturb                                            1.0        ...PrivateFrameworks/DoNotDisturb.framework
IMCore                                com.apple.imcore                                                  10.0       ...brary/PrivateFrameworks/IMCore.framework
AccountSettings                       com.apple.AccountSettings                                         1.0        ...vateFrameworks/AccountSettings.framework
AssistantServices                     com.apple.AssistantServices                                       1.0        ...teFrameworks/AssistantServices.framework
ServiceChat                           com.salesforce.ServiceSDK.Chat                                    22.06.01   ...com.app/Frameworks/ServiceChat.framework
IntentsFoundation                     com.apple.IntentsFoundation                                       1.0        ...teFrameworks/IntentsFoundation.framework
CTCarrierSpace                        com.apple.coretelephony.CTCarrierSpace                            1.0        ...ivateFrameworks/CTCarrierSpace.framework
                                                                                                                   ...vateFrameworks/CoreDuetContext.framework
ContactsDonation                      com.apple.contacts.donation                                       1.0        ...ateFrameworks/ContactsDonation.framework
perfdata                              com.apple.perfdata                                                1.0        ...ary/PrivateFrameworks/perfdata.framework
DeviceManagement                      com.apple.DeviceManagement                                        1.0        ...ateFrameworks/DeviceManagement.framework
DAAPKit                               com.apple.DAAPKit                                                 1.0        ...rary/PrivateFrameworks/DAAPKit.framework
FindMyDevice                          com.apple.icloud.FindMyDevice                                     1.0        ...PrivateFrameworks/FindMyDevice.framework
ApplePushService                      com.apple.aps.framework                                           4.0        ...ateFrameworks/ApplePushService.framework
Navigation                            com.apple.Navigation                                              1.0        ...y/PrivateFrameworks/Navigation.framework
ProtocolBuffer                        com.apple.ProtocolBuffer                                          1          ...ivateFrameworks/ProtocolBuffer.framework
SiriInstrumentation                   com.apple.siri.SiriInstrumentation                                1.0        ...Frameworks/SiriInstrumentation.framework
ProactiveSupport                      com.apple.proactive.support.ProactiveSupport                      1.0        ...ateFrameworks/ProactiveSupport.framework
AppleAccountUI                        com.apple.AppleAccountUI                                          1.0        ...ivateFrameworks/AppleAccountUI.framework
AVKit                                 com.apple.AVKit                                                   1.0        ...ystem/Library/Frameworks/AVKit.framework
URLFormatting                         com.apple.URLFormatting                                           119        ...rivateFrameworks/URLFormatting.framework
UserManagement                        com.apple.UserManagement                                          1.0        ...ivateFrameworks/UserManagement.framework
IMSharedUI                            com.apple.messages.IMSharedUI                                     1.0        ...y/PrivateFrameworks/IMSharedUI.framework
MessageUI                             com.apple.messageui                                               1.0.0      ...m/Library/Frameworks/MessageUI.framework
CoreFollowUp                          com.apple.CoreFollowUp                                            1.0        ...PrivateFrameworks/CoreFollowUp.framework
BaseBoard                             com.apple.BaseBoard                                               460        ...ry/PrivateFrameworks/BaseBoard.framework
Foundation                            com.apple.Foundation                                              6.9        .../Library/Frameworks/Foundation.framework
PassKitCore                           com.apple.PassKitCore                                             1.0        .../PrivateFrameworks/PassKitCore.framework
OpenGLES                              com.apple.opengles                                                17.10.22   ...em/Library/Frameworks/OpenGLES.framework
CoreMIDI                              com.apple.audio.midi.CoreMIDI                                     1.10       ...em/Library/Frameworks/CoreMIDI.framework
iTunesStore                           com.apple.storeservices                                                      ...rivateFrameworks/StoreServices.framework
RemoteServiceDiscovery                com.apple.xpc.RemoteServiceDiscovery                              1.0        ...meworks/RemoteServiceDiscovery.framework
AdSupport                             com.apple.AdSupport                                               1.0        ...m/Library/Frameworks/AdSupport.framework
QuickLook                             com.apple.quicklook                                               1.0        ...m/Library/Frameworks/QuickLook.framework
NetAppsUtilities                      com.apple.NetAppsUtilities                                        1.0        ...ateFrameworks/NetAppsUtilities.framework
                                                                                                                   ...teFrameworks/AppleNeuralEngine.framework
AppleIDSSOAuthentication              com.apple.AppleIDSSOAuthentication                                1.0        ...works/AppleIDSSOAuthentication.framework
SampleAnalysis                        com.apple.SampleAnalysis                                          1.0        ...ivateFrameworks/SampleAnalysis.framework
ISO8601DateFormatterValueTransformer  org.cocoapods.ISO8601DateFormatterValueTransformer                22.06.01   ...1DateFormatterValueTransformer.framework
RemoteXPC                             com.apple.xpc.RemoteXPC                                           1.0        ...ry/PrivateFrameworks/RemoteXPC.framework
CoreCDP                               com.apple.CoreCDP                                                 1.0        ...rary/PrivateFrameworks/CoreCDP.framework
SymptomDiagnosticReporter             com.apple.SymptomDiagnosticReporter                               1.0        ...orks/SymptomDiagnosticReporter.framework
RevealCore                            com.apple.RevealCore                                              1.0        ...y/PrivateFrameworks/RevealCore.framework
CoreMedia                             com.apple.CoreMedia                                               1.0        ...m/Library/Frameworks/CoreMedia.framework
UIKitCore                             com.apple.UIKitCore                                               1.0        ...ry/PrivateFrameworks/UIKitCore.framework
ContactsAutocompleteUI                com.apple.ContactsAutocompleteUI                                  1.0        ...meworks/ContactsAutocompleteUI.framework
TextInput                             com.apple.TextInput                                               1.0        ...ry/PrivateFrameworks/TextInput.framework
MPSImage                              com.apple.MetalPerformanceShaders.MPSImage                        1.0        ....framework/Frameworks/MPSImage.framework
SpringBoardFoundation                 com.apple.SpringBoardFoundation                                   1.0        ...ameworks/SpringBoardFoundation.framework
DataMigration                         com.apple.datamigration                                           1.0        ...rivateFrameworks/DataMigration.framework
FileProvider                          com.apple.FileProvider                                            245.7      ...ibrary/Frameworks/FileProvider.framework
SettingsFoundation                    com.apple.settingsandcoreapps.SettingsFoundation                  1.0        ...eFrameworks/SettingsFoundation.framework
ktrace                                com.apple.libktrace                                               1.0        ...brary/PrivateFrameworks/ktrace.framework
WebBookmarks                          com.apple.WebBookmarks                                            1.0        ...PrivateFrameworks/WebBookmarks.framework
MobileSystemServices                  com.apple.MobileSystemServices                                    1.0        ...rameworks/MobileSystemServices.framework
AppSupportUI                          com.apple.AppSupportUI                                            1.0        ...PrivateFrameworks/AppSupportUI.framework
DataDomeSDK                           co.datadome.sdk                                                   22.06.01   ...com.app/Frameworks/DataDomeSDK.framework
ChatKit                               com.apple.chatkit                                                 5.0        ...rary/PrivateFrameworks/ChatKit.framework
Network                               com.apple.Network                                                 1.0        ...tem/Library/Frameworks/Network.framework
vCard                                 com.apple.contacts.vCard                                          1.0        ...ibrary/PrivateFrameworks/vCard.framework
MMCS                                  com.apple.MMCS                                                    1.3        ...Library/PrivateFrameworks/MMCS.framework
VisionKit                             com.apple.VisionKit                                               1.0        ...m/Library/Frameworks/VisionKit.framework
AccessibilityUIUtilities              com.apple.accessibility.AccessibilityUIUtilities                  1.0        ...works/AccessibilityUIUtilities.framework
CoreDuetDebugLogging                  com.apple.CoreDuetDebugLogging                                    1.0        ...rameworks/CoreDuetDebugLogging.framework
DocumentManagerCore                   com.apple.DocumentManagerCore                                     1.0        ...Frameworks/DocumentManagerCore.framework
